row_id,question_type,variant,variant_text,gold,naive_em_accepts,numeric_match_accepts
43,assumption,identity,$961 (in millions),$961 (in millions),1,1
43,assumption,scale_word,$961 million,$961 (in millions),0,1
43,assumption,scale_shift_bn,$0.961 billion,$961 (in millions),0,1
43,assumption,suffix,$961M,$961 (in millions),0,1
43,assumption,sentence,The company's figure for the period was $961 million.,$961 (in millions),0,1
44,assumption,identity,$456 (in millions),$456 (in millions),1,1
44,assumption,scale_word,$456 million,$456 (in millions),0,1
44,assumption,scale_shift_bn,$0.456 billion,$456 (in millions),0,1
44,assumption,suffix,$456M,$456 (in millions),0,1
44,assumption,sentence,The company's figure for the period was $456 million.,$456 (in millions),0,1
45,assumption,identity,$452 (in millions),$452 (in millions),1,1
45,assumption,scale_word,$452 million,$452 (in millions),0,1
45,assumption,scale_shift_bn,$0.452 billion,$452 (in millions),0,1
45,assumption,suffix,$452M,$452 (in millions),0,1
45,assumption,sentence,The company's figure for the period was $452 million.,$452 (in millions),0,1
46,assumption,identity,"$36,083 (in millions)","$36,083 (in millions)",1,1
46,assumption,scale_word,"$36,083 million","$36,083 (in millions)",0,1
46,assumption,scale_shift_bn,$36.083 billion,"$36,083 (in millions)",0,1
46,assumption,suffix,"$36,083M","$36,083 (in millions)",0,1
46,assumption,sentence,"The company's figure for the period was $36,083 million.","$36,083 (in millions)",0,1
47,assumption,identity,"$33,577 (in millions)","$33,577 (in millions)",1,1
47,assumption,scale_word,"$33,577 million","$33,577 (in millions)",0,1
47,assumption,scale_shift_bn,$33.577 billion,"$33,577 (in millions)",0,1
47,assumption,suffix,"$33,577M","$33,577 (in millions)",0,1
47,assumption,sentence,"The company's figure for the period was $33,577 million.","$33,577 (in millions)",0,1
48,assumption,identity,"$2,506 (in millions)","$2,506 (in millions)",1,1
48,assumption,scale_word,"$2,506 million","$2,506 (in millions)",0,1
48,assumption,scale_shift_bn,$2.506 billion,"$2,506 (in millions)",0,1
48,assumption,suffix,"$2,506M","$2,506 (in millions)",0,1
48,assumption,sentence,"The company's figure for the period was $2,506 million.","$2,506 (in millions)",0,1
49,assumption,identity,$505 (in millions),$505 (in millions),1,1
49,assumption,scale_word,$505 million,$505 (in millions),0,1
49,assumption,scale_shift_bn,$0.505 billion,$505 (in millions),0,1
49,assumption,suffix,$505M,$505 (in millions),0,1
49,assumption,sentence,The company's figure for the period was $505 million.,$505 (in millions),0,1
50,assumption,identity,$49 (in millions),$49 (in millions),1,1
50,assumption,scale_word,$49 million,$49 (in millions),0,1
50,assumption,scale_shift_bn,$0.049 billion,$49 (in millions),0,1
50,assumption,suffix,$49M,$49 (in millions),0,1
50,assumption,sentence,The company's figure for the period was $49 million.,$49 (in millions),0,1
51,assumption,identity,"$7,113 (in millions)","$7,113 (in millions)",1,1
51,assumption,scale_word,"$7,113 million","$7,113 (in millions)",0,1
51,assumption,scale_shift_bn,$7.113 billion,"$7,113 (in millions)",0,1
51,assumption,suffix,"$7,113M","$7,113 (in millions)",0,1
51,assumption,sentence,"The company's figure for the period was $7,113 million.","$7,113 (in millions)",0,1
52,assumption,identity,"$1,405 (in millions)","$1,405 (in millions)",1,1
52,assumption,scale_word,"$1,405 million","$1,405 (in millions)",0,1
52,assumption,scale_shift_bn,$1.405 billion,"$1,405 (in millions)",0,1
52,assumption,suffix,"$1,405M","$1,405 (in millions)",0,1
52,assumption,sentence,"The company's figure for the period was $1,405 million.","$1,405 (in millions)",0,1
53,assumption,identity,"$1,502 (in millions)","$1,502 (in millions)",1,1
53,assumption,scale_word,"$1,502 million","$1,502 (in millions)",0,1
53,assumption,scale_shift_bn,$1.502 billion,"$1,502 (in millions)",0,1
53,assumption,suffix,"$1,502M","$1,502 (in millions)",0,1
53,assumption,sentence,"The company's figure for the period was $1,502 million.","$1,502 (in millions)",0,1
54,assumption,identity,$97 (in millions),$97 (in millions),1,1
54,assumption,scale_word,$97 million,$97 (in millions),0,1
54,assumption,scale_shift_bn,$0.097 billion,$97 (in millions),0,1
54,assumption,suffix,$97M,$97 (in millions),0,1
54,assumption,sentence,The company's figure for the period was $97 million.,$97 (in millions),0,1
55,assumption,identity,"$1,466 (in millions)","$1,466 (in millions)",1,1
55,assumption,scale_word,"$1,466 million","$1,466 (in millions)",0,1
55,assumption,scale_shift_bn,$1.466 billion,"$1,466 (in millions)",0,1
55,assumption,suffix,"$1,466M","$1,466 (in millions)",0,1
55,assumption,sentence,"The company's figure for the period was $1,466 million.","$1,466 (in millions)",0,1
56,basic,identity,"$5,089 (in millions)","$5,089 (in millions)",1,1
56,basic,scale_word,"$5,089 million","$5,089 (in millions)",0,1
56,basic,scale_shift_bn,$5.089 billion,"$5,089 (in millions)",0,1
56,basic,suffix,"$5,089M","$5,089 (in millions)",0,1
56,basic,sentence,"The company's figure for the period was $5,089 million.","$5,089 (in millions)",0,1
57,basic,identity,"$6,055 (in millions)","$6,055 (in millions)",1,1
57,basic,scale_word,"$6,055 million","$6,055 (in millions)",0,1
57,basic,scale_shift_bn,$6.055 billion,"$6,055 (in millions)",0,1
57,basic,suffix,"$6,055M","$6,055 (in millions)",0,1
57,basic,sentence,"The company's figure for the period was $6,055 million.","$6,055 (in millions)",0,1
58,assumption,identity,"$28,191 (in millions)","$28,191 (in millions)",1,1
58,assumption,scale_word,"$28,191 million","$28,191 (in millions)",0,1
58,assumption,scale_shift_bn,$28.191 billion,"$28,191 (in millions)",0,1
58,assumption,suffix,"$28,191M","$28,191 (in millions)",0,1
58,assumption,sentence,"The company's figure for the period was $28,191 million.","$28,191 (in millions)",0,1
59,assumption,identity,"$35,035 (in millions)","$35,035 (in millions)",1,1
59,assumption,scale_word,"$35,035 million","$35,035 (in millions)",0,1
59,assumption,scale_shift_bn,$35.035 billion,"$35,035 (in millions)",0,1
59,assumption,suffix,"$35,035M","$35,035 (in millions)",0,1
59,assumption,sentence,"The company's figure for the period was $35,035 million.","$35,035 (in millions)",0,1
60,assumption,identity,"-$6,844 (in millions)","-$6,844 (in millions)",1,1
60,assumption,scale_word,"$6,844 million","-$6,844 (in millions)",0,1
60,assumption,scale_shift_bn,$6.844 billion,"-$6,844 (in millions)",0,1
60,assumption,suffix,"$6,844M","-$6,844 (in millions)",0,1
60,assumption,sentence,"The company's figure for the period was $6,844 million.","-$6,844 (in millions)",0,1
61,assumption,identity,$280 (in millions),$280 (in millions),1,1
61,assumption,scale_word,$280 million,$280 (in millions),0,1
61,assumption,scale_shift_bn,$0.28 billion,$280 (in millions),0,1
61,assumption,suffix,$280M,$280 (in millions),0,1
61,assumption,sentence,The company's figure for the period was $280 million.,$280 (in millions),0,1
62,assumption,identity,33.53x,33.53x,1,1
62,assumption,mult_word,33.53 times,33.53x,0,1
62,assumption,mult_sentence,The ratio is 33.53x.,33.53x,0,1
63,assumption,identity,42.72x,42.72x,1,1
63,assumption,mult_word,42.72 times,42.72x,0,1
63,assumption,mult_sentence,The ratio is 42.72x.,42.72x,0,1
64,assumption,identity,11.31%,11.31%,1,1
64,assumption,pct_word,11.31 percent,11.31%,0,1
64,assumption,pct_sentence,The figure is approximately 11.31%.,11.31%,0,1
65,basic,identity,30.27%,30.27%,1,1
65,basic,pct_word,30.27 percent,30.27%,0,1
65,basic,pct_sentence,The figure is approximately 30.27%.,30.27%,0,1
66,basic,identity,90.50%,90.50%,1,1
66,basic,pct_word,90.5 percent,90.50%,0,1
66,basic,pct_sentence,The figure is approximately 90.5%.,90.50%,0,1
67,basic,identity,"$3,457.24","$3,457.24",1,1
67,basic,no_symbols,3457.24,"$3,457.24",0,1
67,basic,sentence,"The answer is 3,457.24.","$3,457.24",0,1
68,basic,identity,US: $299.91 per store; Canada: $322.91 per store; International: $210.93 per store,US: $299.91 per store; Canada: $322.91 per store; International: $210.93 per store,1,1
68,basic,no_symbols,299.91,US: $299.91 per store; Canada: $322.91 per store; International: $210.93 per store,0,1
68,basic,sentence,The answer is 299.91.,US: $299.91 per store; Canada: $322.91 per store; International: $210.93 per store,0,1
69,basic,identity,5%,5%,1,1
69,basic,pct_word,5 percent,5%,0,1
69,basic,pct_sentence,The figure is approximately 5%.,5%,0,1
70,basic,identity,"6,745","6,745",1,1
70,basic,no_symbols,6745,"6,745",0,1
70,basic,sentence,"The answer is 6,745.","6,745",0,1
71,basic,identity,"11,945","11,945",1,1
71,basic,no_symbols,11945,"11,945",0,1
71,basic,sentence,"The answer is 11,945.","11,945",0,1
72,basic,identity,"-$6,662 (in millions)","-$6,662 (in millions)",1,1
72,basic,scale_word,"$6,662 million","-$6,662 (in millions)",0,1
72,basic,scale_shift_bn,$6.662 billion,"-$6,662 (in millions)",0,1
72,basic,suffix,"$6,662M","-$6,662 (in millions)",0,1
72,basic,sentence,"The company's figure for the period was $6,662 million.","-$6,662 (in millions)",0,1
73,basic,identity,-$182 (in millions),-$182 (in millions),1,1
73,basic,scale_word,$182 million,-$182 (in millions),0,1
73,basic,scale_shift_bn,$0.182 billion,-$182 (in millions),0,1
73,basic,suffix,$182M,-$182 (in millions),0,1
73,basic,sentence,The company's figure for the period was $182 million.,-$182 (in millions),0,1
74,assumption,identity,"$4,664 (in millions)","$4,664 (in millions)",1,1
74,assumption,scale_word,"$4,664 million","$4,664 (in millions)",0,1
74,assumption,scale_shift_bn,$4.664 billion,"$4,664 (in millions)",0,1
74,assumption,suffix,"$4,664M","$4,664 (in millions)",0,1
74,assumption,sentence,"The company's figure for the period was $4,664 million.","$4,664 (in millions)",0,1
75,basic,identity,"$5,921 (in millions)","$5,921 (in millions)",1,1
75,basic,scale_word,"$5,921 million","$5,921 (in millions)",0,1
75,basic,scale_shift_bn,$5.921 billion,"$5,921 (in millions)",0,1
75,basic,suffix,"$5,921M","$5,921 (in millions)",0,1
75,basic,sentence,"The company's figure for the period was $5,921 million.","$5,921 (in millions)",0,1
76,basic,identity,3.59x,3.59x,1,1
76,basic,mult_word,3.59 times,3.59x,0,1
76,basic,mult_sentence,The ratio is 3.59x.,3.59x,0,1
77,basic,identity,30.29x,30.29x,1,1
77,basic,mult_word,30.29 times,30.29x,0,1
77,basic,mult_sentence,The ratio is 30.29x.,30.29x,0,1
78,basic,identity,12.6x,12.6x,1,1
78,basic,mult_word,12.6 times,12.6x,0,1
78,basic,mult_sentence,The ratio is 12.6x.,12.6x,0,1
79,assumption,identity,1.67x,1.67x,1,1
79,assumption,mult_word,1.67 times,1.67x,0,1
79,assumption,mult_sentence,The ratio is 1.67x.,1.67x,0,1
80,basic,identity,3.67x,3.67x,1,1
80,basic,mult_word,3.67 times,3.67x,0,1
80,basic,mult_sentence,The ratio is 3.67x.,3.67x,0,1
81,basic,identity,$285.90,$285.90,1,1
81,basic,no_symbols,285.9,$285.90,0,1
81,basic,sentence,The answer is 285.9.,$285.90,0,1
82,basic,identity,"$1,943.87","$1,943.87",1,1
82,basic,no_symbols,1943.87,"$1,943.87",0,1
82,basic,sentence,"The answer is 1,943.87.","$1,943.87",0,1
83,basic,identity,"US: $2,021.33; Canada: $2,249.94 International: $1,458.27","US: $2,021.33; Canada: $2,249.94 International: $1,458.27",1,1
83,basic,no_symbols,2021.33,"US: $2,021.33; Canada: $2,249.94 International: $1,458.27",0,1
83,basic,sentence,"The answer is 2,021.33.","US: $2,021.33; Canada: $2,249.94 International: $1,458.27",0,1
84,conceptual,identity,2%,2%,1,1
84,conceptual,pct_word,2 percent,2%,0,1
84,conceptual,pct_sentence,The figure is approximately 2%.,2%,0,1
85,conceptual,identity,$106.48,$106.48,1,1
85,conceptual,no_symbols,106.48,$106.48,0,1
85,conceptual,sentence,The answer is 106.48.,$106.48,0,1
86,conceptual,identity,$41.06,$41.06,1,1
86,conceptual,no_symbols,41.06,$41.06,0,1
86,conceptual,sentence,The answer is 41.06.,$41.06,0,1
93,conceptual,identity,15%,15%,1,1
93,conceptual,pct_word,15 percent,15%,0,1
93,conceptual,pct_sentence,The figure is approximately 15%.,15%,0,1
94,conceptual,identity,Cash inflow of $75,Cash inflow of $75,1,1
94,conceptual,no_symbols,75,Cash inflow of $75,0,1
94,conceptual,sentence,The answer is 75.,Cash inflow of $75,0,1
98,conceptual,identity,10.56%,10.56%,1,1
98,conceptual,pct_word,10.56 percent,10.56%,0,1
98,conceptual,pct_sentence,The figure is approximately 10.56%.,10.56%,0,1
99,conceptual,identity,60M increase,60M increase,1,1
99,conceptual,no_symbols,60,60M increase,0,1
99,conceptual,sentence,The answer is 60.,60M increase,0,1
100,conceptual,identity,30M increase,30M increase,1,1
100,conceptual,no_symbols,30,30M increase,0,1
100,conceptual,sentence,The answer is 30.,30M increase,0,1
103,conceptual,identity,"3x MOIC, 25% IRR","3x MOIC, 25% IRR",1,1
103,conceptual,pct_word,3 percent,"3x MOIC, 25% IRR",0,1
103,conceptual,pct_sentence,The figure is approximately 3%.,"3x MOIC, 25% IRR",0,1
104,conceptual,identity,$120M,$120M,1,1
104,conceptual,no_symbols,120,$120M,0,1
104,conceptual,sentence,The answer is 120.,$120M,0,1
105,conceptual,identity,$2.80.,$2.80.,1,1
105,conceptual,no_symbols,2.8,$2.80.,0,1
105,conceptual,sentence,The answer is 2.8.,$2.80.,0,1
107,conceptual,identity,50%,50%,1,1
107,conceptual,pct_word,50 percent,50%,0,1
107,conceptual,pct_sentence,The figure is approximately 50%.,50%,0,1
109,conceptual,identity,$310,$310,1,1
109,conceptual,no_symbols,310,$310,0,1
109,conceptual,sentence,The answer is 310.,$310,0,1
110,conceptual,identity,$11.5 million increase,$11.5 million increase,1,1
110,conceptual,scale_word,$11.5 million,$11.5 million increase,0,1
110,conceptual,scale_shift_bn,$0.0115 billion,$11.5 million increase,0,1
110,conceptual,suffix,$11.5M,$11.5 million increase,0,1
110,conceptual,sentence,The company's figure for the period was $11.5 million.,$11.5 million increase,0,1
111,conceptual,identity,"2x MOIC, 15% IRR","2x MOIC, 15% IRR",1,1
111,conceptual,pct_word,2 percent,"2x MOIC, 15% IRR",0,1
111,conceptual,pct_sentence,The figure is approximately 2%.,"2x MOIC, 15% IRR",0,1
112,conceptual,identity,$457.50,$457.50,1,1
112,conceptual,no_symbols,457.5,$457.50,0,1
112,conceptual,sentence,The answer is 457.5.,$457.50,0,1
113,conceptual,identity,$400,$400,1,1
113,conceptual,no_symbols,400,$400,0,1
113,conceptual,sentence,The answer is 400.,$400,0,1
114,conceptual,identity,83% of par,83% of par,1,1
114,conceptual,pct_word,83 percent,83% of par,0,1
114,conceptual,pct_sentence,The figure is approximately 83%.,83% of par,0,1
116,conceptual,identity,"1.3x MOIC, 6% IRR, 11.25% LFCF yield","1.3x MOIC, 6% IRR, 11.25% LFCF yield",1,1
116,conceptual,pct_word,1.3 percent,"1.3x MOIC, 6% IRR, 11.25% LFCF yield",0,1
116,conceptual,pct_sentence,The figure is approximately 1.3%.,"1.3x MOIC, 6% IRR, 11.25% LFCF yield",0,1
117,conceptual,identity,"MOIC: 1.33x, IRR: 6%","MOIC: 1.33x, IRR: 6%",1,1
117,conceptual,pct_word,1.33 percent,"MOIC: 1.33x, IRR: 6%",0,1
117,conceptual,pct_sentence,The figure is approximately 1.33%.,"MOIC: 1.33x, IRR: 6%",0,1
118,conceptual,identity,$17,$17,1,1
118,conceptual,no_symbols,17,$17,0,1
118,conceptual,sentence,The answer is 17.,$17,0,1
119,conceptual,identity,20,20,1,1
119,conceptual,no_symbols,20,20,1,1
119,conceptual,sentence,The answer is 20.,20,0,1
120,conceptual,identity,"3.875x MOICC, 31% IRR","3.875x MOICC, 31% IRR",1,1
120,conceptual,pct_word,3.88 percent,"3.875x MOICC, 31% IRR",0,1
120,conceptual,pct_sentence,The figure is approximately 3.88%.,"3.875x MOICC, 31% IRR",0,1
121,conceptual,identity,$57.60,$57.60,1,1
121,conceptual,no_symbols,57.6,$57.60,0,1
121,conceptual,sentence,The answer is 57.6.,$57.60,0,1
124,conceptual,identity,60c,60c,1,1
124,conceptual,no_symbols,60,60c,0,1
124,conceptual,sentence,The answer is 60.,60c,0,1
125,conceptual,identity,15%,15%,1,1
125,conceptual,pct_word,15 percent,15%,0,1
125,conceptual,pct_sentence,The figure is approximately 15%.,15%,0,1
126,conceptual,identity,"Unknown unless deal is 100%, where deal would be accretive","Unknown unless deal is 100%, where deal would be accretive",1,1
